Item Name,Item Category,Pack,Period,Quantity Used,PSU Semester
$$ BOLT PROBAR STRAWBERRY,Food,12 PKGS/SLV,03/01/25-03/31/25,9,Spring Semester
$$ BOTTLE CUSTOM PSU,Food,20 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ BOTTLE SHAKER GATORADE,Food,10 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ BOTTLE STAINLESS BLK PSU 22OZ,Food,20 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ BOTTLE STAINLESS GATORADE,Food,6 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ BOWL PAPER ANYDAY 12 OZ,Supply,12-34 CT/CS,03/01/25-03/31/25,25,Spring Semester
$$ BREADSTICKS TRADITIONAL,Food,12 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ BROWNIE IW DAVIDS GF KOSHER,Food,48 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ BRUSCHETTA ITALIAN TOMATO,Food,6 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ BULDAK SAUCE HOT CARBONARA,Food,24 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ BULDAK SAUCE HOT ORG,Food,24 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ CALBEE SHRIMP CHIPS,Food,12 EA/CS,03/01/25-03/31/25,3,Spring Semester
$$ CC REAL SNACK STICK BARBECUE CHIX,Food,* 6 BX/CS,03/01/25-03/31/25,7,Spring Semester
$$ CC REAL SNACK STICK JALAPENO,Food,* 6 BX/CS,03/01/25-03/31/25,4,Spring Semester
$$ CC REAL SNACK STICK ORIG SMOKE,Food,* 6 BX/CS,03/01/25-03/31/25,6,Spring Semester
$$ CC REAL SNACK STICK TURKEY,Food,* 6 BX/CS,03/01/25-03/31/25,4,Spring Semester
$$ CC REAL STEAK JERKY ASIAN STYLE,Food,12 EA/CS,03/01/25-03/31/25,5,Spring Semester
$$ CC REAL STEAK JERKY CHIPOTLE,Food,12 EA/CS,03/01/25-03/31/25,14,Spring Semester
$$ CC REAL STEAK JERKY HONEY BBQ,Food,12 EA/CS,03/01/25-03/31/25,5,Spring Semester
$$ CC REAL STEAK JERKY ORIGINAL,Food,12 EA/CS,03/01/25-03/31/25,25,Spring Semester
$$ CC REAL STEAK TKY JERKY TERIYAKI,Food,12 EA/CS,03/01/25-03/31/25,14,Spring Semester
$$ CEREAL MINI WHEATS BITE SIZE CUP,Supply,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ CHEESE ARTIGIANO BALSAMIC CIPPOLINI,Food,10 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ CHEESE ARTIGIANO VINO ROSSO,Food,10 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ CHEESE ASIAGO FRESCO,Food,10 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ CHEESE CILINGIENE MOZZ SNACK,Food,10 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ CHEESE FONTINA SNACK PACK,Food,10 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ CHEESE MOZZERELLA FRESH BAKING,Food,8-1#/CS,03/01/25-03/31/25,0,Spring Semester
$$ CHEESE ND CHEDDAR SLICED,Food,* 8 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ CHEESE PARMESAN SNACK PACK,Food,10 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ CHEESE PROVOLONE SNACK BITES,Food,10 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ CHEEZ IT PEPPER JACK 3OZ,Food,* 6 BX/CS,03/01/25-03/31/25,4,Spring Semester
$$ CHEWY GRANOLA BAR CHOC CHIP,Food,* 12 BX/CS,03/01/25-03/31/25,5,Spring Semester
$$ CHEWY GRANOLA BAR SMORES,Food,* 12 BX/CS,03/01/25-03/31/25,4,Spring Semester
$$ CHO DSSRT MALAI KULFI FRZ IC,Food,72 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ CNDY AWAKE DARK BITES,Food,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ COOKIE ITALIAN LEMON CRÈME,Food,14 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ COOKIE IW SNICKERDOODLE AF,Food,12 EA/CS,03/01/25-03/31/25,16,Spring Semester
$$ CORNICHONS PETITE PICKLED GHERKINS,Food,6 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ CUP N LIDS COMBO 12 OZ,Supply,12-16 CT/CS,03/01/25-03/31/25,6,Spring Semester
$$ CUP RED SOLO 18 OZ,Supply,12-30 CT/CS,03/01/25-03/31/25,33,Spring Semester
$$ E-CONTRACEPTION,Food,EACH,03/01/25-03/31/25,62,Spring Semester
$$ EL IPHONE5 LIGHTNING / CHARGE,Food,* 8 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL 12.99 CLSC WMNS SG 4PC,Food,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL 12.99 LIFESTYLE UV SP SG 4PC,Food,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL 12.99 MTL RETRO SG 4PC,Food,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL 12.99 SPRT WRAP SG 4PC,Supply,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL 14.99 AVIATOR SG 4PC,Food,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL 14.99 MTL RETRO SG 4PC,Food,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL 16.99 AVIATOR SG 4PC,Food,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL 16.99 LIFESTYLE PL CL SG 4PC,Food,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL 19.99 EXCLUSIVE SG 4PC,Food,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL 9.99 PROMO UV SP SG 4PC,Food,* 6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL AD 10' CORD LIGHTNING MFI,Food,24 EA/CS,03/01/25-03/31/25,2,Spring Semester
$$ EL AD 10' CORD MICRO USB,Food,24 EA/CS,03/01/25-03/31/25,1,Spring Semester
$$ EL AD 10' CORD TYPE C,Food,24 EA/CS,03/01/25-03/31/25,2,Spring Semester
$$ EL AD 18W PD/USB DUAL CAR CHG,Food,* 24 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL AD 18W PD/USB DUAL WALL CHG,Food,* 24 EA/CS,03/01/25-03/31/25,1,Spring Semester
$$ EL AD 4.8A DUAL USB CAR CHG,Food,* 24 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL AD APPLE WATCH CHARGER,Food,24 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL AD COMBO VNT& SCTN CUP PH HLD,Supply,* 24 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL AD IPHN MFI PD CBL,Food,* 24 EA/CS,03/01/25-03/31/25,2,Spring Semester
$$ EL AD IPHN PRM ERBDS WIRED,Food,* 24 EA/CS,03/01/25-03/31/25,1,Spring Semester
$$ EL AD TYPE C WIRED EARBUDS,Food,24 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL AD USB TO TYPE C DATA CHRG CBL,Food,* 24 EA/CS,03/01/25-03/31/25,1,Spring Semester
$$ EL AD USB/TYP C PD CABLE,Food,* 24 EA/CS,03/01/25-03/31/25,1,Spring Semester
$$ EL AD WIRELESS EARBUDS BLUETOOTH,Food,24 EA/CS,03/01/25-03/31/25,3,Spring Semester
$$ EL BATTERY POWER BANK,Food,* 24 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL DUAL USB HOME CHARGER 2.1 AMP,Food,8 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL EARBUDS ALUMINUM WIRED,Food,* 24 EA/CS,03/01/25-03/31/25,2,Spring Semester
$$ EL EXCLUSIVE SG DISPLAY 12 PC,Food,12 EA/CS,03/01/25-03/31/25,1,Spring Semester
$$ EL IPHONE5 DATA/ CHARGING CABLE,Food,24 EA/CS,03/01/25-03/31/25,1,Spring Semester
$$ EL IPHONE5 TRANSFER CHARGING CABL,Food,* 4 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL LIFESTYLE SG DISPLAY 14 PC,Food,14 EA/CS,03/01/25-03/31/25,1,Spring Semester
$$ EL MFI 6' IPHONE LIGHT CHARGE CAB,Food,24 EA/CS,03/01/25-03/31/25,3,Spring Semester
$$ EL MICRO USB 6' DATA CABLE 2AMP,Food,4 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL MICRO USB FLAT DATA/ CHARGING,Food,8 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL STEREO EARBUDS WIRELESS,Food,* 8 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL USB TO TYPEC 6' DATA/CHARGE,Food,* 4 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL USB TYPE C CABLE 3.3,Food,* 8 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ EL WIRELESS EARBUD W/MIC,Food,24 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ ELPD + USB CAR CHARGER,Food,* 8 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ ELPD + USB HOME CHARGER,Food,* 8 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ ELPD/MFI CABLE 3.3',Food,* 8 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ FOCACCIA THINS,Food,12 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ FRU MANDARIN ORANGE 4OZ,Food,36 EA/CS,03/01/25-03/31/25,7,Spring Semester
$$ FRU MIXED FRUIT IN JUICE 4OZ,Food,36 EA/CS,03/01/25-03/31/25,6,Spring Semester
$$ FRU PEACHES IN JUICE 4OZ,Food,36 EA/CS,03/01/25-03/31/25,7,Spring Semester
$$ FRU PINEAPPLE TIDBITS IN JUICE 4OZ,Food,36 EA/CS,03/01/25-03/31/25,5,Spring Semester
$$ GATORADE ENERGY CHEWS COOL BLUE,Food,16-6 CT/CS,03/01/25-03/31/25,0,Spring Semester
$$ GATORADE ENERGY CHEWS STRAWBERRY,Food,16-6 CT/CS,03/01/25-03/31/25,0,Spring Semester
$$ GATORADE HYDRATION CITRUS BERRY,Food,8-6 CT/CS,03/01/25-03/31/25,0,Spring Semester
$$ GATORADE HYDRATION STRAWB/WATERM,Food,8-6 CT/CS,03/01/25-03/31/25,0,Spring Semester
$$ GATORADE ZERO PWDR GLAC CHERRY,Food,12-10 CT/CS,03/01/25-03/31/25,0,Spring Semester
$$ GATORADE ZERO PWDR GLAC FREEZE,Food,12-10 CT/CS,03/01/25-03/31/25,0,Spring Semester
$$ GNOCCHI POTATO DELALLO,Food,12 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ GOGO SQ AL BLUEB STRAWB LEMON,Food,6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ GOGO SQUEEZ AL CHERRY RASP LIME,Food,6 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ GOGO SQUEEZ AL STRAWB PINE ORANGE,Food,12 EA/CS,03/01/25-03/31/25,38,Spring Semester
$$ GOGO SQUEEZ APPLE CINN POUCH 3.2OZ,Food,18 EA/CS,03/01/25-03/31/25,148,Spring Semester
$$ GOGO SQUEEZ APPLESAUCE 3.2OZ,Food,18 EA/CS,03/01/25-03/31/25,146,Spring Semester
$$ GUACAMOLE W TOSTITO,Food,12 EA/CS,03/01/25-03/31/25,29,Spring Semester
$$ HALAL SR BUTTER CHICKEN,Food,8 EA/CS,03/01/25-03/31/25,25,Spring Semester
$$ HALAL SR CHICKEN TIKKA MASALA,Food,8 EA/CS,03/01/25-03/31/25,16,Spring Semester
$$ HALAL SR CHIX ENCHILADAS POBLANO,Food,8 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ HALAL SR CHIX PAD THAI,Food,8 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ HALAL SR COCONUT CURRY CHICKEN,Food,8 EA/CS,03/01/25-03/31/25,12,Spring Semester
$$ HBC AXE ANTIPERSPIRANT PHOENIX,Food,* 2-6 PK/CS,03/01/25-03/31/25,5,Spring Semester
$$ HBC AXE APOLLO BODY WASH 16OZ,Food,4 BTL/CS,03/01/25-03/31/25,23,Spring Semester
$$ HBC CANTU LV-IN CONDREPAIR CCRM 16OZ,Food,12 EA/CS,03/01/25-03/31/25,1,Spring Semester
$$ HBC CANTU MOIST SHAMP 13.5OZ,Food,12 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ HBC CANTU RINSE OUT CONT 13.5OZ,Food,12 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ HBC CD VANILLA HYDRATING COND,Food,6 EA/CS,03/01/25-03/31/25,1,Spring Semester
$$ HBC CD VANILLA REPLENISH SHAMPOO,Food,6 EA/CS,03/01/25-03/31/25,2,Spring Semester
$$ HBC COCOCARE 100% COCONUT OIL 4OZ,Food,12 EA/CS,03/01/25-03/31/25,2,Spring Semester
$$ HBC DEG MEN ARCTIC EDGE 3OZ,Food,*2-6 EA/CS,03/01/25-03/31/25,6,Spring Semester
$$ HBC DEG MEN COOL RUSH 2.7OZ,Food,*2-6 EA/CS,03/01/25-03/31/25,11,Spring Semester
$$ HBC DEG MEN INTENSE SPORT 3OZ,Food,*2-6 EA/CS,03/01/25-03/31/25,3,Spring Semester
$$ HBC DEG MEN SPORT 2.7OZ,Food,*2-6 EA/CS,03/01/25-03/31/25,4,Spring Semester
$$ HBC DEG WM BLACK & WHIT 2.6OZ,Food,*2-6 EA/CS,03/01/25-03/31/25,6,Spring Semester
$$ HBC DEG WM INVISIBLE SOLID SPORT,Food,* 2-6 EA/CS,03/01/25-03/31/25,8,Spring Semester
$$ HBC DOVE SHAM DRY INVIGORATING 5OZ,Food,12 EA/CS,03/01/25-03/31/25,4,Spring Semester
$$ HBC LACTAID FAST ACTION CAPLETS,Food,* 12 BX/CS,03/01/25-03/31/25,1,Spring Semester
$$ HBC NG EYE MAKEUP REMOVER TOWEL,Supply,12 EA/CS,03/01/25-03/31/25,6,Spring Semester
$$ HBC OGX CONDITIONER COCONUT MILK,Food,4 EA/CS,03/01/25-03/31/25,9,Spring Semester
$$ HBC OGX SHAMPOO COCONUT MILK,Food,4 EA/CS,03/01/25-03/31/25,13,Spring Semester
$$ HBC OLLY TT GOODBYE STRESS,Food,24 EA/CS,03/01/25-03/31/25,4,Spring Semester
$$ HBC OLLY TT IMMUNITY+ ELDERBERRY,Food,24 EA/CS,03/01/25-03/31/25,2,Spring Semester
$$ HBC OLLY TT RESTFUL SLEEP,Food,24 EA/CS,03/01/25-03/31/25,12,Spring Semester
$$ HBC PLAYTEX SPORT SUPER 8CT,Food,* 4 SLV/CS,03/01/25-03/31/25,2,Spring Semester
$$ HBC TRES GEL EXTRA HOLD 9OZ,Food,6-9 OZ/CS,03/01/25-03/31/25,2,Spring Semester
$$ HBC VASELINE LT ADVANCED,Food,* 6 BOX/CS,03/01/25-03/31/25,2,Spring Semester
$$ HBC VASELINE LT ORIGINAL .25OZ,Food,* 4 BOX/CS,03/01/25-03/31/25,2,Spring Semester
$$ HBC VASELINE LT ROSY LIPS .25OZ,Food,* 4 BOX/CS,03/01/25-03/31/25,4,Spring Semester
$$ HBC VASELINE SKIN CARE PETROLEUM,Food,12 BX/CS,03/01/25-03/31/25,1,Spring Semester
$$ HITEMPURA SEAWEED SNACK ORG,Food,12 EA/CS,03/01/25-03/31/25,6,Spring Semester
$$ HITEMPURA SEAWEED SNACK SPICY,Food,12 EA/CS,03/01/25-03/31/25,5,Spring Semester
$$ ICE 8# BAG,Supply,8# BAG,03/01/25-03/31/25,126,Spring Semester
$$ INCREDIFULLS EGG & CHEESE CUPCAKE,Supply,24 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ INDIA CHANA MASALA W/RICE,Food,6 EA/CS,03/01/25-03/31/25,14,Spring Semester
$$ INDIA DAL MAKHANI W/ BASMATI RICE,Food,6 EA/CS,03/01/25-03/31/25,11,Spring Semester
$$ INDIA RAJMA W/ RICE,Food,6 EA/CS,03/01/25-03/31/25,14,Spring Semester
$$ INNOVASIAN POTSTICKER CHIX,Food,6-7 OZ/CS,03/01/25-03/31/25,63,Spring Semester
$$ INNOVASIAN POTSTICKER PORK,Food,6-7 OZ/CS,03/01/25-03/31/25,69,Spring Semester
$$ IZZE BLACKBERRY CAN,Food,24 CANS/CS,03/01/25-03/31/25,11,Spring Semester
$$ IZZE CLEMENTINE CAN,Food,24 CANS/CS,03/01/25-03/31/25,12,Spring Semester
$$ IZZE STRAWBERRY CAN,Food,24 CANS/CS,03/01/25-03/31/25,9,Spring Semester
$$ JL BF JERKY ORIG 1.25OZ,Food,*6 BX/CS,03/01/25-03/31/25,3,Spring Semester
$$ KASUGAI JELLY GRAPE,Food,24 EA/CS,03/01/25-03/31/25,3,Spring Semester
$$ KASUGAI JELLY MANGO,Food,24 EA/CS,03/01/25-03/31/25,4,Spring Semester
$$ KASUGAI JELLY PEACH,Food,24 EA/CS,03/01/25-03/31/25,2,Spring Semester
$$ KATES CHERRY ALMOND,Food,* 12 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ KATES LEMON COCONUT,Food,* 12 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ KATES OATMEAL CRANBERRY ALMOND,Food,* 12 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ KATES PEANUT BUTTER DARK CHOC,Food,* 12 BX/CS,03/01/25-03/31/25,1,Spring Semester
$$ KATES PEANUT BUTTER MILK CHOC,Food,* 12 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ KATES WHIT CHOCOLATE MACADAMIA,Food,* 12 BX/CS,03/01/25-03/31/25,0,Spring Semester
$$ KC BLUEBERRIES AND CREAM OATMEAL,Food,12 CUPS/CS,03/01/25-03/31/25,3,Spring Semester
$$ KC CHOC FUDGE BROWNIE CUP,Supply,12 CUPS/CS,03/01/25-03/31/25,22,Spring Semester
$$ KC CINNAMON MAPLE FLAPJACK CUP,Supply,12 CUPS/CS,03/01/25-03/31/25,18,Spring Semester
$$ KC CINNAMON ROLL MUFFIN,Food,12 CUPS/CS,03/01/25-03/31/25,5,Spring Semester
$$ KC DOUBLE DARK CHOC MUFFIN CUP,Supply,12 CUPS/CS,03/01/25-03/31/25,17,Spring Semester
$$ KC GRANOLA CHOCOLATE,Food,5 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ KC GRANOLA COOKIE BUTTER,Food,5 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ KC GRANOLA HONEY OAT,Food,5 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ KC MAPLE BROWN SUGAR OATMEAL CUP,Supply,12 CUPS/CS,03/01/25-03/31/25,12,Spring Semester
$$ KC SMORES FLAPJACK,Food,12 CUPS/CS,03/01/25-03/31/25,13,Spring Semester
$$ LD ADVIL 6CT,Food,6 PK/SLV,03/01/25-03/31/25,28,Spring Semester
$$ LD ADVIL PM 6CT,Food,6 PK/SLV,03/01/25-03/31/25,6,Spring Semester
$$ LD ALEVE 3 CT,Food,6 PK/SLV,03/01/25-03/31/25,5,Spring Semester
$$ LD ALKA SELTZER 6 PK,Food,6 EA/SLV,03/01/25-03/31/25,8,Spring Semester
$$ LD ALLEGRA 2 CT,Food,6 PK/SLV,03/01/25-03/31/25,8,Spring Semester
$$ LD ANTI BACTERIAL WIPES 30 CT,Food,24 EA/CASE,03/01/25-03/31/25,7,Spring Semester
$$ LD ANTI DIARRHEAL 4 CT,Food,6 EA/SLV,03/01/25-03/31/25,3,Spring Semester
$$ LD BAYER 4CT,Food,6 EA/SLV,03/01/25-03/31/25,1,Spring Semester
$$ LD BENADRYL 6CT,Food,6 EA/SLV,03/01/25-03/31/25,12,Spring Semester
$$ LD CARMEX CHERRY 2 CT,Food,* 12 BX/CS,03/01/25-03/31/25,1,Spring Semester
$$ LD CARMEX ORIG STICK 2 CT,Food,* 12 BX/CS,03/01/25-03/31/25,1,Spring Semester
$$ LD CLARITIN 1 CT,Food,6 PK/SLV,03/01/25-03/31/25,8,Spring Semester
$$ LD CLEAR EYES .2 OZ PEG,Food,48 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ LD DAYQUIL LIQUID 1OZ,Food,* 4 BX/CS,03/01/25-03/31/25,2,Spring Semester
$$ LD DAYQUIL SEVERE 4 CT,Food,6 PK/SLV,03/01/25-03/31/25,29,Spring Semester
$$ LD DAYTIME COLD 16 CT,Food,36 EA/CS,03/01/25-03/31/25,3,Spring Semester
$$ LD DENTEK FLOSSERS 20 CT,Food,36 PK/CASE,03/01/25-03/31/25,5,Spring Semester
$$ LD DRAMAMINE 2 CT,Food,6 EA/SLV,03/01/25-03/31/25,10,Spring Semester
$$ LD DUCT TAPE 1.5X10,Food,4 EA/SLV,03/01/25-03/31/25,11,Spring Semester
"$$ LD ELECTRICAL TAPE .75""X10'",Food,* 9 INNERS/CS,03/01/25-03/31/25,0,Spring Semester
$$ LD EMERGEN C 2CT,Food,6 PK/SLV,03/01/25-03/31/25,20,Spring Semester
$$ LD ESSET EMERY BOARDS REG 10 CT,Food,12 PK/SLV,03/01/25-03/31/25,2,Spring Semester
$$ LD ESSET NAIL CLIPPER W FILE PEG,Food,12 PK/SLV,03/01/25-03/31/25,7,Spring Semester
$$ LD ESSET TOOTHPASTE & BRUSH PEG,Food,4 PK/SLV,03/01/25-03/31/25,35,Spring Semester
$$ LD FIRST AID KIT PEG,Food,* 48 EA/CASE,03/01/25-03/31/25,1,Spring Semester
"$$ LD MASKING TAPE .75""X30YDS",Food,* 9 INNERS/CS,03/01/25-03/31/25,1,Spring Semester
$$ LD MIDOL 4 CT,Food,6 PK/SLV,03/01/25-03/31/25,11,Spring Semester
$$ LD MOTRIN IB 6 CT,Food,6 PK/SLV,03/01/25-03/31/25,3,Spring Semester
$$ LD MOUTHWASH 36 ML PEG,Food,4 EA/SLV,03/01/25-03/31/25,8,Spring Semester
$$ LD MUCINEX DM 2 CT,Food,6 EA/SLV,03/01/25-03/31/25,27,Spring Semester
$$ LD NASAL SPRAY 6.0ML,Food,6 EA/SLV,03/01/25-03/31/25,6,Spring Semester
$$ LD NIGHTTIME COLD 16 CT,Food,36 EA/CASE,03/01/25-03/31/25,1,Spring Semester
$$ LD NO DOZ 6 CT,Food,6 EA/SLV,03/01/25-03/31/25,5,Spring Semester
$$ LD NYQUIL LIQUID 1OZ,Food,* 4 BX/CS,03/01/25-03/31/25,3,Spring Semester
$$ LD NYQUIL SEVERE 4 CT,Food,6 PK/SLV,03/01/25-03/31/25,13,Spring Semester
$$ LD OPTI FREE W LENS CASE 2OZ,Food,24 EA/CS,03/01/25-03/31/25,2,Spring Semester
$$ LD PEPTO BISMOL 6 CT,Food,6 PK/SLV,03/01/25-03/31/25,10,Spring Semester
$$ LD POCKET COMB,Food,48 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ LD RICOLA NATURAL HERB BAG,Supply,8 BAG/BOX,03/01/25-03/31/25,10,Spring Semester
"$$ LD SCISSORS 7""",Food,6 EA/SLV,03/01/25-03/31/25,12,Spring Semester
$$ LD SCUNCI ELASTIC PONYTAIL 12CT,Food,* 12 BX/CS,03/01/25-03/31/25,2,Spring Semester
$$ LD SKYN CONDOM ORIGINAL 3 CT,Food,* 24 BX/CS,03/01/25-03/31/25,1,Spring Semester
$$ LD SLANT TWEEZERS PEG,Food,12 EA/SLV,03/01/25-03/31/25,3,Spring Semester
$$ LD SUPER GLUE 2.0G,Food,6 EA/SLV,03/01/25-03/31/25,9,Spring Semester
$$ LD TYLENOL COLD 6CT,Food,6 EA/SLV,03/01/25-03/31/25,9,Spring Semester
$$ LD TYLENOL ES CAPLET 6 CT,Food,6 PK/SLV,03/01/25-03/31/25,27,Spring Semester
$$ LD TYLENOL SINUS SVR 6 CT,Food,6 PK/SLV,03/01/25-03/31/25,15,Spring Semester
$$ LESSET TOOTHBRUSH SOFT PEG,Food,* 8 BX/CS,03/01/25-03/31/25,10,Spring Semester
$$ LIFEWAY KEFIR PEACH LOW FAT,Food,6 EA/CS,03/01/25-03/31/25,42,Spring Semester
$$ LIFEWAY KEFIR STRAWBERRY LOW FAT,Food,6 EA/CS,03/01/25-03/31/25,42,Spring Semester
$$ LLK SAUCE SRIRACHA MAYO,Food,12 EA/CS,03/01/25-03/31/25,2,Spring Semester
$$ LOTTE CHOCO PIE,Food,16-6OZ/CS,03/01/25-03/31/25,3,Spring Semester
$$ LOTTE PEPERO CHOCO STICK,Food,40 EA/CS,03/01/25-03/31/25,0,Spring Semester
$$ LOTTE PEPERO WHITE COOKIE STICK,Food,40 EA/CS,03/01/25-03/31/25,3,Spring Semester
$$ MEIJI CHOCOROOMS,Food,12 EA/CS,03/01/25-03/31/25,26,Spring Semester
$$ MEIJI HELLO PANDA CHOCOLATE 7OZ,Food,6 EA/CS,03/01/25-03/31/25,67,Spring Semester
$$ MEIJI HELLO PANDA STRAWBERRY 7OZ,Food,6 EA/CS,03/01/25-03/31/25,21,Spring Semester
$$ MEIJI HELLO PANDA VANILLA 7OZ,Food,6 EA/CS,03/01/25-03/31/25,18,Spring Semester
$$ MILK ORG CHOCOLATE 8OZ,Food,18-8 OZ/CS,03/01/25-03/31/25,11,Spring Semester
$$ MILK ORG VANILLA 8OZ,Food,18-8 OZ/CS,03/01/25-03/31/25,9,Spring Semester
$$ MISS VICKIES SEA SALT VINEGAR,Food,64 EA/CS,03/01/25-03/31/25,44,Spring Semester
$$ MISS VICKIES SIMPLE SEA SALT,Food,64-1.375 OZ/CS,03/01/25-03/31/25,24,Spring Semester
$$ MISS VICKIES SMKHSE BBQ,Food,64-1.375 OZ/CS,03/01/25-03/31/25,30,Spring Semester
$$ MISS VICKIES SPICY DILL PICKLE,Food,64-1.375 OZ,03/01/25-03/31/25,22,Spring Semester
$$ MONIN ENERGY BOOST,Food,4-1LTR/ CASE,03/01/25-03/31/25,0,Spring Semester
$$ MONIN HONEY,Food,4-1LTR/ CASE,03/01/25-03/31/25,0,Spring Semester
$$ MONIN IMMUNITY BOOST,Food,4-1LTR/ CASE,03/01/25-03/31/25,0,Spring Semester
$$ MUFFIN IW DRK CHOCOLATE AF,Food,12 EA/CS,03/01/25-03/31/25,17,Spring Semester
$$ MUFFIN IW LEMON BLUEBERRY AF,Food,12 EA/CS,03/01/25-03/31/25,11,Spring Semester
$$ MUSCLE MILK CHOCOLATE 1.93#,Food,2-1.93#/CS,03/01/25-03/31/25,0,Spring Semester
$$ MUSCLE MILK COOKIES N CRÈME 1.93#,Food,2-1.93#/CS,03/01/25-03/31/25,0,Spring Semester
$$ MUSCLE MILK VANILLA 1.93#,Food,2-1.93#/CS,03/01/25-03/31/25,0,Spring Semester
$$ MY MOCHI COOKIES AND CREAM 6PK,Food,12 BX/CS,03/01/25-03/31/25,8,Spring Semester
$$ MY MOCHI COOKIES AND CREAM SS,Food,72 EA/CS,03/01/25-03/31/25,3,Spring Semester
$$ MY MOCHI DOUBLE CHOCOLATE SS,Food,72 EA/CS,03/01/25-03/31/25,2,Spring Semester
$$ MY MOCHI RIPE STRAWBERRY SS,Food,72 EA/CS,03/01/25-03/31/25,4,Spring Semester
$$ MY MOCHI SWEET MANGO 6PK,Food,12 BX/CS,03/01/25-03/31/25,6,Spring Semester
$$ MY MOCHI SWEET MANGO SS,Food,72 EA/CS,03/01/25-03/31/25,3,Spring Semester
$$ MY MOCHI VANILLA BEAN SS,Food,72 EA/CS,03/01/25-03/31/25,1,Spring Semester
