Item Name,PSU Semester,Quantity Used
BAKEC TOPPPER FALL LEAF ACORN SHIMMER,Summer Semester,0.0
BAKEC TOPPPER FALL LEAF ACORN SHIMMER,Winter Break,0.0
BAKEX BLUE TUMBLER CUSTOM PRINT,Fall Semester,0.0
BAKEX BLUE TUMBLER CUSTOM PRINT,Spring Semester,6.25
BAKEX BLUE TUMBLER CUSTOM PRINT,Summer Semester,0.0
BAKEX BLUE TUMBLER CUSTOM PRINT,Winter Break,0.0
BAKEX BOX GIFT SHIP COOKIE JAR KIT,Fall Semester,1.3333333333333333
BAKEX BOX GIFT SHIP COOKIE JAR KIT,Spring Semester,-20.25
BAKEX BOX GIFT SHIP COOKIE JAR KIT,Summer Semester,0.0
BAKEX BOX GIFT SHIP COOKIE JAR KIT,Winter Break,0.0
BAKEX BOX GIFT SHIP LG,Fall Semester,0.0
BAKEX BOX GIFT SHIP LG,Spring Semester,266.25
BAKEX BOX GIFT SHIP LG,Summer Semester,0.0
BAKEX BOX GIFT SHIP LG,Winter Break,-893.0
BAKEX BOX GIFT SHIP SM,Fall Semester,183.33333333333334
BAKEX BOX GIFT SHIP SM,Spring Semester,177.0
BAKEX BOX GIFT SHIP SM,Summer Semester,33.333333333333336
BAKEX BOX GIFT SHIP SM,Winter Break,250.0
BAKEX BOX SHIP 3.125 OZ COOKIE AND TINS,Fall Semester,0.0
BAKEX BOX SHIP 3.125 OZ COOKIE AND TINS,Spring Semester,3.0
BAKEX BOX SHIP 3.125 OZ COOKIE AND TINS,Summer Semester,18.666666666666668
BAKEX BOX SHIP 3.125 OZ COOKIE AND TINS,Winter Break,2.0
BAKEX BOX SHIP BROOKIE,Fall Semester,0.0
BAKEX BOX SHIP BROOKIE,Spring Semester,1.25
BAKEX BOX SHIP BROOKIE,Summer Semester,0.0
BAKEX BOX SHIP BROOKIE,Winter Break,0.0
BAKEX BOX SHIP BROWNIE,Fall Semester,4.333333333333333
BAKEX BOX SHIP BROWNIE,Spring Semester,0.75
BAKEX BOX SHIP BROWNIE,Summer Semester,5.0
BAKEX BOX SHIP BROWNIE,Winter Break,0.0
BAKEX BOX SHIP COOKIE 10 PK,Fall Semester,0.0
BAKEX BOX SHIP COOKIE 10 PK,Spring Semester,0.0
BAKEX BOX SHIP COOKIE 10 PK,Summer Semester,50.0
BAKEX BOX SHIP COOKIE 10 PK,Winter Break,0.0
BAKEX BOX SHIP COOKIE PUCK,Fall Semester,0.0
BAKEX BOX SHIP COOKIE PUCK,Spring Semester,32.75
BAKEX BOX SHIP COOKIE PUCK,Summer Semester,40.333333333333336
BAKEX BOX SHIP COOKIE PUCK,Winter Break,0.0
BAKEX BOX SHIP INSERT,Fall Semester,20.0
BAKEX BOX SHIP INSERT,Spring Semester,1.25
BAKEX BOX SHIP INSERT,Summer Semester,0.0
BAKEX BOX SHIP INSERT,Winter Break,0.0
BAKEX COOKIE JAR CUSTOM PRNT,Fall Semester,1.3333333333333333
BAKEX COOKIE JAR CUSTOM PRNT,Spring Semester,2.0
BAKEX COOKIE JAR CUSTOM PRNT,Summer Semester,0.0
BAKEX COOKIE JAR CUSTOM PRNT,Winter Break,2.0
BAKEX GIFT INSERT COOKIE TIN LG,Fall Semester,571.3333333333334
BAKEX GIFT INSERT COOKIE TIN LG,Spring Semester,-106.25
BAKEX GIFT INSERT COOKIE TIN LG,Summer Semester,33.333333333333336
BAKEX GIFT INSERT COOKIE TIN LG,Winter Break,0.0
BAKEX GIFT INSERT COOKIE TIN SM,Fall Semester,0.0
BAKEX GIFT INSERT COOKIE TIN SM,Spring Semester,0.0
BAKEX GIFT INSERT COOKIE TIN SM,Summer Semester,0.0
BAKEX GIFT INSERT COOKIE TIN SM,Winter Break,0.0
BAKEX GIFT INSERT MUG COOKIE COFFEE,Fall Semester,0.0
BAKEX GIFT INSERT MUG COOKIE COFFEE,Spring Semester,0.0
BAKEX GIFT INSERT MUG COOKIE COFFEE,Summer Semester,0.0
BAKEX GIFT INSERT MUG COOKIE COFFEE,Winter Break,0.0
BAKEX INSERT 3 WAY FOR TIN,Fall Semester,0.6666666666666666
BAKEX INSERT 3 WAY FOR TIN,Spring Semester,1.25
BAKEX INSERT 3 WAY FOR TIN,Summer Semester,0.0
BAKEX INSERT 3 WAY FOR TIN,Winter Break,0.0
BAKEX INSERT SINGLE FOR TIN,Fall Semester,0.0
BAKEX INSERT SINGLE FOR TIN,Spring Semester,0.0
BAKEX INSERT SINGLE FOR TIN,Summer Semester,0.0
BAKEX INSERT SINGLE FOR TIN,Winter Break,0.0
BAKEX LABEL CIRLCE 3.5”,Fall Semester,7.333333333333333
BAKEX LABEL CIRLCE 3.5”,Spring Semester,2.5
BAKEX LABEL CIRLCE 3.5”,Summer Semester,0.0
BAKEX LABEL CIRLCE 3.5”,Winter Break,0.0
BAKEX LABEL GIFT CARD 3.5X5,Fall Semester,0.0
BAKEX LABEL GIFT CARD 3.5X5,Spring Semester,1.0
BAKEX LABEL GIFT CARD 3.5X5,Summer Semester,0.0
BAKEX LABEL GIFT CARD 3.5X5,Winter Break,0.0
BAKEX LABEL OVAL 2 PART,Fall Semester,0.0
BAKEX LABEL OVAL 2 PART,Spring Semester,0.0
BAKEX LABEL OVAL 2 PART,Summer Semester,0.0
BAKEX LABEL OVAL 2 PART,Winter Break,0.0
BAKEX LABEL RECTANGE 2 PART,Fall Semester,10.666666666666666
BAKEX LABEL RECTANGE 2 PART,Spring Semester,3.5
BAKEX LABEL RECTANGE 2 PART,Summer Semester,8.0
BAKEX LABEL RECTANGE 2 PART,Winter Break,0.0
BAKEX LABEL RECTANGLE,Fall Semester,0.0
BAKEX LABEL RECTANGLE,Spring Semester,0.0
BAKEX LABEL RECTANGLE,Summer Semester,0.0
BAKEX LABEL RECTANGLE,Winter Break,0.0
BAKEX LABEL TIN LARGE,Fall Semester,0.0
BAKEX LABEL TIN LARGE,Spring Semester,0.0
BAKEX LABEL TIN LARGE,Summer Semester,0.0
BAKEX LABEL TIN LARGE,Winter Break,0.0
BAKEX LINER CUSTOM PRINTED,Fall Semester,0.0
BAKEX LINER CUSTOM PRINTED,Spring Semester,0.0
BAKEX LINER CUSTOM PRINTED,Summer Semester,0.3333333333333333
BAKEX LINER CUSTOM PRINTED,Winter Break,3.5
BAKEX PAD INSERT FOR TIN,Fall Semester,0.0
BAKEX PAD INSERT FOR TIN,Spring Semester,0.0
BAKEX PAD INSERT FOR TIN,Summer Semester,0.0
BAKEX PAD INSERT FOR TIN,Winter Break,0.5
BAKEX RIBBON ROYAL,Fall Semester,0.0
BAKEX RIBBON ROYAL,Spring Semester,0.0
BAKEX RIBBON ROYAL,Summer Semester,0.0
BAKEX RIBBON ROYAL,Winter Break,0.0
BAKEX SHRINK BAND FOR TIN LG,Fall Semester,0.0
BAKEX SHRINK BAND FOR TIN LG,Spring Semester,0.25
BAKEX SHRINK BAND FOR TIN LG,Summer Semester,0.0
BAKEX SHRINK BAND FOR TIN LG,Winter Break,1.5
BAKEX SHRINKBAND FOR TIN SM,Fall Semester,0.0
BAKEX SHRINKBAND FOR TIN SM,Spring Semester,0.0
BAKEX SHRINKBAND FOR TIN SM,Summer Semester,0.0
BAKEX SHRINKBAND FOR TIN SM,Winter Break,0.0
BAKEX TAPE DELI BAKERY PRINTED,Fall Semester,0.0
BAKEX TAPE DELI BAKERY PRINTED,Spring Semester,0.75
BAKEX TAPE DELI BAKERY PRINTED,Summer Semester,0.0
BAKEX TAPE DELI BAKERY PRINTED,Winter Break,0.0
BAKEX WHITE TUMBLER CUSTOM PRINT,Fall Semester,4.0
BAKEX WHITE TUMBLER CUSTOM PRINT,Spring Semester,21.0
BAKEX WHITE TUMBLER CUSTOM PRINT,Summer Semester,12.0
BAKEX WHITE TUMBLER CUSTOM PRINT,Winter Break,12.0
BAKEX WHT STRAW TUMBLER CUSTOM PRINT,Fall Semester,4.0
BAKEX WHT STRAW TUMBLER CUSTOM PRINT,Spring Semester,39.0
BAKEX WHT STRAW TUMBLER CUSTOM PRINT,Summer Semester,12.0
BAKEX WHT STRAW TUMBLER CUSTOM PRINT,Winter Break,24.0
BASE CPTL FLAV CONCENTRATE,Fall Semester,34.0
BASE CPTL FLAV CONCENTRATE,Spring Semester,20.25
BASE CPTL FLAV CONCENTRATE,Summer Semester,10.666666666666666
BASE CPTL FLAV CONCENTRATE,Winter Break,19.5
BEEF BRISKET RAW BNLS MBG #120,Fall Semester,3840.6666666666665
BEEF BRISKET RAW BNLS MBG #120,Spring Semester,2281.75
BEEF BRISKET RAW BNLS MBG #120,Summer Semester,850.6666666666666
BEEF BRISKET RAW BNLS MBG #120,Winter Break,1666.5
BEEF CHUCK ROLL,Fall Semester,672.0
BEEF CHUCK ROLL,Spring Semester,227.0
BEEF CHUCK ROLL,Summer Semester,405.6666666666667
BEEF CHUCK ROLL,Winter Break,768.0
BEEF CORNED KOSHER,Fall Semester,161.33333333333334
BEEF CORNED KOSHER,Spring Semester,8.75
BEEF CORNED KOSHER,Summer Semester,7.666666666666667
BEEF CORNED KOSHER,Winter Break,40.5
"BEEF CUBES 3/4""",Fall Semester,2328.0
"BEEF CUBES 3/4""",Spring Semester,1539.75
"BEEF CUBES 3/4""",Summer Semester,588.6666666666666
"BEEF CUBES 3/4""",Winter Break,1075.0
BEEF HALAL CERT GROUND 80/20,Fall Semester,3487.6666666666665
BEEF HALAL CERT GROUND 80/20,Spring Semester,1176.0
BEEF HALAL CERT GROUND 80/20,Summer Semester,564.3333333333334
BEEF HALAL CERT GROUND 80/20,Winter Break,2636.5
BEEF MEATBALLS FC 0.25OZ,Fall Semester,8.333333333333334
BEEF MEATBALLS FC 0.25OZ,Spring Semester,7.5
BEEF MEATBALLS FC 0.25OZ,Summer Semester,3.0
BEEF MEATBALLS FC 0.25OZ,Winter Break,9.5
BEEF MEATBALLS FC 1OZ,Fall Semester,222.33333333333334
BEEF MEATBALLS FC 1OZ,Spring Semester,172.75
BEEF MEATBALLS FC 1OZ,Summer Semester,80.0
BEEF MEATBALLS FC 1OZ,Winter Break,153.5
BEEF PATTY 2.67 OZ 80/20,Fall Semester,2166.6666666666665
BEEF PATTY 2.67 OZ 80/20,Spring Semester,1359.5
BEEF PATTY 2.67 OZ 80/20,Summer Semester,1633.3333333333333
BEEF PATTY 2.67 OZ 80/20,Winter Break,1330.0
BEEF PATTY 5 OZ 80/20,Fall Semester,10074.333333333334
BEEF PATTY 5 OZ 80/20,Spring Semester,7747.0
BEEF PATTY 5 OZ 80/20,Summer Semester,2726.6666666666665
BEEF PATTY 5 OZ 80/20,Winter Break,6905.0
BEEF PATTY SLIDER 2OZ,Fall Semester,40.0
BEEF PATTY SLIDER 2OZ,Spring Semester,80.0
BEEF PATTY SLIDER 2OZ,Summer Semester,36.666666666666664
BEEF PATTY SLIDER 2OZ,Winter Break,30.0
BEEF RIBEYE MBG #112A,Fall Semester,494.0
BEEF RIBEYE MBG #112A,Spring Semester,330.25
BEEF RIBEYE MBG #112A,Summer Semester,120.33333333333333
BEEF RIBEYE MBG #112A,Winter Break,1648.0
BEEF ROUND TOP MBG #168 CHOICE,Fall Semester,18.0
BEEF ROUND TOP MBG #168 CHOICE,Spring Semester,32.75
BEEF ROUND TOP MBG #168 CHOICE,Summer Semester,0.0
BEEF ROUND TOP MBG #168 CHOICE,Winter Break,26.0
BEEF SHRD FC,Fall Semester,191.33333333333334
BEEF SHRD FC,Spring Semester,101.75
BEEF SHRD FC,Summer Semester,108.33333333333333
BEEF SHRD FC,Winter Break,125.5
BEEF SLCD MARINATED,Fall Semester,37.333333333333336
BEEF SLCD MARINATED,Spring Semester,24.5
BEEF SLCD MARINATED,Summer Semester,15.666666666666666
BEEF SLCD MARINATED,Winter Break,23.0
BEEF STK FLANK,Fall Semester,7392.333333333333
BEEF STK FLANK,Spring Semester,4927.25
BEEF STK FLANK,Summer Semester,2854.6666666666665
BEEF STK FLANK,Winter Break,5422.5
BEEF STK SANDWICH BULK,Fall Semester,538.0
BEEF STK SANDWICH BULK,Spring Semester,391.25
BEEF STK SANDWICH BULK,Summer Semester,112.33333333333333
BEEF STK SANDWICH BULK,Winter Break,360.0
BEEF STK SKIRT,Fall Semester,163.66666666666666
BEEF STK SKIRT,Spring Semester,150.25
BEEF STK SKIRT,Summer Semester,23.0
BEEF STK SKIRT,Winter Break,210.0
BEEF STRIPLOIN BNLS MBG #180,Fall Semester,452.0
BEEF STRIPLOIN BNLS MBG #180,Spring Semester,248.75
BEEF STRIPLOIN BNLS MBG #180,Summer Semester,106.66666666666667
BEEF STRIPLOIN BNLS MBG #180,Winter Break,175.0
BEEF TENDERLOIN WHL MBG #189A,Fall Semester,115.33333333333333
BEEF TENDERLOIN WHL MBG #189A,Spring Semester,160.25
BEEF TENDERLOIN WHL MBG #189A,Summer Semester,151.66666666666666
BEEF TENDERLOIN WHL MBG #189A,Winter Break,203.0
BEV BASE FZN SMOOTHIE BERRY,Fall Semester,13.0
BEV BASE FZN SMOOTHIE BERRY,Spring Semester,12.75
BEV BASE FZN SMOOTHIE BERRY,Summer Semester,3.6666666666666665
BEV BASE FZN SMOOTHIE BERRY,Winter Break,0.5
BEV BASE FZN SMOOTHIE STRAWB/BAN,Fall Semester,22.666666666666668
BEV BASE FZN SMOOTHIE STRAWB/BAN,Spring Semester,5.5
BEV BASE FZN SMOOTHIE STRAWB/BAN,Summer Semester,7.0
BEV BASE FZN SMOOTHIE STRAWB/BAN,Winter Break,7.5
BEV MIX COCOA SWISS MISS,Fall Semester,0.3333333333333333
BEV MIX COCOA SWISS MISS,Spring Semester,0.25
BEV MIX COCOA SWISS MISS,Summer Semester,0.3333333333333333
BEV MIX COCOA SWISS MISS,Winter Break,0.5
BEV MIX NES ALEGRIA CHOC BEV MIX,Fall Semester,9.0
BEV MIX NES ALEGRIA CHOC BEV MIX,Spring Semester,3.25
BEV MIX NES ALEGRIA CHOC BEV MIX,Summer Semester,3.0
BEV MIX NES ALEGRIA CHOC BEV MIX,Winter Break,14.5
BEV MIX NES ALEGRIA SWT,Fall Semester,2.6666666666666665
BEV MIX NES ALEGRIA SWT,Spring Semester,2.25
BEV MIX NES ALEGRIA SWT,Summer Semester,2.0
BEV MIX NES ALEGRIA SWT,Winter Break,5.5
BEV MIX NES SBC COFFEE PS WB,Fall Semester,11.0
BEV MIX NES SBC COFFEE PS WB,Spring Semester,8.25
BEV MIX NES SBC COFFEE PS WB,Summer Semester,3.0
BEV MIX NES SBC COFFEE PS WB,Winter Break,13.5
BIG MOZZ NUGGETS,Fall Semester,13.333333333333334
BIG MOZZ NUGGETS,Spring Semester,18.25
BIG MOZZ NUGGETS,Summer Semester,0.0
BIG MOZZ NUGGETS,Winter Break,4.0
BISCUIT BUTTERMILK FZN,Fall Semester,110.0
BISCUIT BUTTERMILK FZN,Spring Semester,68.75
BISCUIT BUTTERMILK FZN,Summer Semester,30.666666666666668
BISCUIT BUTTERMILK FZN,Winter Break,71.5
BISCUIT BUTTERMILK LG FZN,Fall Semester,7.0
BISCUIT BUTTERMILK LG FZN,Spring Semester,6.5
BISCUIT BUTTERMILK LG FZN,Summer Semester,2.6666666666666665
BISCUIT BUTTERMILK LG FZN,Winter Break,5.5
BLADES REPL KEATING GRL/SCRP,Fall Semester,2.6666666666666665
BLADES REPL KEATING GRL/SCRP,Spring Semester,1.25
BLADES REPL KEATING GRL/SCRP,Summer Semester,2.6666666666666665
BLADES REPL KEATING GRL/SCRP,Winter Break,2.5
BOWL 12OZ RD COMPOST,Fall Semester,10.666666666666666
BOWL 12OZ RD COMPOST,Spring Semester,9.25
BOWL 12OZ RD COMPOST,Summer Semester,14.0
BOWL 12OZ RD COMPOST,Winter Break,9.5
BOWL 8OZ COMPOST,Fall Semester,11.0
BOWL 8OZ COMPOST,Spring Semester,7.75
BOWL 8OZ COMPOST,Summer Semester,6.333333333333333
BOWL 8OZ COMPOST,Winter Break,4.0
BOWL CATERING 5LB BL DISPOSABLE,Fall Semester,0.0
BOWL CATERING 5LB BL DISPOSABLE,Spring Semester,0.25
BOWL CATERING 5LB BL DISPOSABLE,Summer Semester,0.0
BOWL CATERING 5LB BL DISPOSABLE,Winter Break,0.0
BOWL SOUP 12 OZ COMPOST,Fall Semester,36.0
BOWL SOUP 12 OZ COMPOST,Spring Semester,33.5
BOWL SOUP 12 OZ COMPOST,Summer Semester,10.333333333333334
BOWL SOUP 12 OZ COMPOST,Winter Break,27.5
BOWL SOUP 16 OZ COMPOST,Fall Semester,4.333333333333333
BOWL SOUP 16 OZ COMPOST,Spring Semester,0.5
BOWL SOUP 16 OZ COMPOST,Summer Semester,1.0
BOWL SOUP 16 OZ COMPOST,Winter Break,3.0
BOX HINGED 1CMP 6X6X2 COMPOST,Fall Semester,3.3333333333333335
BOX HINGED 1CMP 6X6X2 COMPOST,Spring Semester,3.25
BOX HINGED 1CMP 6X6X2 COMPOST,Summer Semester,0.0
BOX HINGED 1CMP 6X6X2 COMPOST,Winter Break,3.5
BOX HINGED 1CMP 9X9X3 COMPOST,Fall Semester,22.333333333333332
BOX HINGED 1CMP 9X9X3 COMPOST,Spring Semester,4.25
BOX HINGED 1CMP 9X9X3 COMPOST,Summer Semester,1.3333333333333333
BOX HINGED 1CMP 9X9X3 COMPOST,Winter Break,8.5
BOX HINGED 3CMP 9X9X3 COMPOST,Fall Semester,145.0
BOX HINGED 3CMP 9X9X3 COMPOST,Spring Semester,140.0
BOX HINGED 3CMP 9X9X3 COMPOST,Summer Semester,54.666666666666664
BOX HINGED 3CMP 9X9X3 COMPOST,Winter Break,58.0
BOX KRAFT 4.375X3.562X2.5,Fall Semester,59.333333333333336
BOX KRAFT 4.375X3.562X2.5,Spring Semester,29.0
BOX KRAFT 4.375X3.562X2.5,Summer Semester,7.333333333333333
BOX KRAFT 4.375X3.562X2.5,Winter Break,37.5
BOX KRAFT 7.75x5.5x3.5,Fall Semester,186.66666666666666
BOX KRAFT 7.75x5.5x3.5,Spring Semester,100.75
BOX KRAFT 7.75x5.5x3.5,Summer Semester,27.0
BOX KRAFT 7.75x5.5x3.5,Winter Break,110.5
BOX PIZZA 10X10X2 CRRGTD,Fall Semester,57.666666666666664
BOX PIZZA 10X10X2 CRRGTD,Spring Semester,13.25
BOX PIZZA 10X10X2 CRRGTD,Summer Semester,8.333333333333334
BOX PIZZA 10X10X2 CRRGTD,Winter Break,48.5
BOX PIZZA 14X7X1.5 CRRGTD,Fall Semester,0.0
BOX PIZZA 14X7X1.5 CRRGTD,Spring Semester,11.25
BOX PIZZA 14X7X1.5 CRRGTD,Summer Semester,0.0
BOX PIZZA 14X7X1.5 CRRGTD,Winter Break,25.0
BOX PIZZA 16X16X2 CORRGTD,Fall Semester,71.0
BOX PIZZA 16X16X2 CORRGTD,Spring Semester,36.75
BOX PIZZA 16X16X2 CORRGTD,Summer Semester,11.333333333333334
BOX PIZZA 16X16X2 CORRGTD,Winter Break,19.0
BOX PIZZA 9X9X1.5 CLAYBOARD WHTE,Fall Semester,13.333333333333334
BOX PIZZA 9X9X1.5 CLAYBOARD WHTE,Spring Semester,15.5
BOX PIZZA 9X9X1.5 CLAYBOARD WHTE,Summer Semester,2.6666666666666665
BOX PIZZA 9X9X1.5 CLAYBOARD WHTE,Winter Break,9.0
BOX PIZZA SLCD INDV LG,Fall Semester,33.333333333333336
BOX PIZZA SLCD INDV LG,Spring Semester,20.75
BOX PIZZA SLCD INDV LG,Summer Semester,6.0
BOX PIZZA SLCD INDV LG,Winter Break,23.0
BOX POPCORN 3OZ,Fall Semester,6.666666666666667
BOX POPCORN 3OZ,Spring Semester,12.75
BOX POPCORN 3OZ,Summer Semester,0.6666666666666666
BOX POPCORN 3OZ,Winter Break,3.0
BOX WHITE 9.5X7.5X3.5,Fall Semester,6.333333333333333
BOX WHITE 9.5X7.5X3.5,Spring Semester,9.75
BOX WHITE 9.5X7.5X3.5,Summer Semester,8.333333333333334
BOX WHITE 9.5X7.5X3.5,Winter Break,3.5
BREAD CRUMBS,Fall Semester,6.666666666666667
BREAD CRUMBS,Spring Semester,5.5
BREAD CRUMBS,Summer Semester,2.0
BREAD CRUMBS,Winter Break,8.5
BREAD CRUMBS PANKO UNTOASTED,Fall Semester,7.666666666666667
BREAD CRUMBS PANKO UNTOASTED,Spring Semester,4.75
BREAD CRUMBS PANKO UNTOASTED,Summer Semester,4.0
BREAD CRUMBS PANKO UNTOASTED,Winter Break,3.5
"BREAD FLAT 6.5"" X 6.5""",Fall Semester,21.0
"BREAD FLAT 6.5"" X 6.5""",Spring Semester,18.5
"BREAD FLAT 6.5"" X 6.5""",Summer Semester,9.666666666666666
"BREAD FLAT 6.5"" X 6.5""",Winter Break,20.5
BREAD GF SLCD WHIT,Fall Semester,5.333333333333333
BREAD GF SLCD WHIT,Spring Semester,3.25
BREAD GF SLCD WHIT,Summer Semester,3.3333333333333335
BREAD GF SLCD WHIT,Winter Break,3.0
BREAD NAAN DIPPER,Fall Semester,57.0
BREAD NAAN DIPPER,Spring Semester,27.5
BREAD NAAN DIPPER,Summer Semester,5.333333333333333
BREAD NAAN DIPPER,Winter Break,31.0
BREAD NAAN TANDOORI,Fall Semester,80.33333333333333
BREAD NAAN TANDOORI,Spring Semester,54.75
BREAD NAAN TANDOORI,Summer Semester,33.333333333333336
BREAD NAAN TANDOORI,Winter Break,51.5
BREAD PUR CUBES FOR STUFFING,Fall Semester,0.0
BREAD PUR CUBES FOR STUFFING,Spring Semester,0.0
BREAD PUR CUBES FOR STUFFING,Summer Semester,0.0
BREAD PUR CUBES FOR STUFFING,Winter Break,0.0
BREADSTICK PAR BKD 1.8OZ,Fall Semester,354.6666666666667
BREADSTICK PAR BKD 1.8OZ,Spring Semester,180.75
BREADSTICK PAR BKD 1.8OZ,Summer Semester,157.0
BREADSTICK PAR BKD 1.8OZ,Winter Break,238.0
"BRUSH GRILL DBL SIDED 30""",Fall Semester,1.3333333333333333
"BRUSH GRILL DBL SIDED 30""",Spring Semester,1.25
"BRUSH GRILL DBL SIDED 30""",Summer Semester,1.3333333333333333
"BRUSH GRILL DBL SIDED 30""",Winter Break,2.0
BUN PRETZEL 4OZ,Fall Semester,36.666666666666664
BUN PRETZEL 4OZ,Spring Semester,13.0
BUN PRETZEL 4OZ,Summer Semester,9.0
BUN PRETZEL 4OZ,Winter Break,14.5
BUN PRETZEL SALT KING HAWAIIAN,Fall Semester,28.666666666666668
BUN PRETZEL SALT KING HAWAIIAN,Spring Semester,16.25
BUN PRETZEL SALT KING HAWAIIAN,Summer Semester,6.666666666666667
BUN PRETZEL SALT KING HAWAIIAN,Winter Break,18.5
CAP BULK MILK DISP INSERT,Fall Semester,0.3333333333333333
CAP BULK MILK DISP INSERT,Spring Semester,0.0
CAP BULK MILK DISP INSERT,Summer Semester,0.0
CAP BULK MILK DISP INSERT,Winter Break,0.0
CAP CAR BL INTERN,Fall Semester,0.3333333333333333
CAP CAR BL INTERN,Spring Semester,0.0
CAP CAR BL INTERN,Summer Semester,1.3333333333333333
CAP CAR BL INTERN,Winter Break,0.0
CAP CHARCOAL CUL ASST,Fall Semester,11.333333333333334
CAP CHARCOAL CUL ASST,Spring Semester,3.0
CAP CHARCOAL CUL ASST,Summer Semester,8.0
CAP CHARCOAL CUL ASST,Winter Break,7.5
CAP GOLD SR MAN,Fall Semester,2.0
CAP GOLD SR MAN,Spring Semester,5.75
CAP GOLD SR MAN,Summer Semester,10.0
CAP GOLD SR MAN,Winter Break,13.0
CAP NAVY LIVEON,Fall Semester,261.6666666666667
CAP NAVY LIVEON,Spring Semester,131.25
CAP NAVY LIVEON,Summer Semester,568.6666666666666
CAP NAVY LIVEON,Winter Break,130.5
CAP PURPLE NUTRITION,Fall Semester,0.0
CAP PURPLE NUTRITION,Spring Semester,0.0
CAP PURPLE NUTRITION,Summer Semester,9.666666666666666
CAP PURPLE NUTRITION,Winter Break,0.0
CAP RED CREW LDR,Fall Semester,2.6666666666666665
CAP RED CREW LDR,Spring Semester,4.25
CAP RED CREW LDR,Summer Semester,36.666666666666664
CAP RED CREW LDR,Winter Break,8.0
CAP TRUCKERS HFS,Fall Semester,33.333333333333336
CAP TRUCKERS HFS,Spring Semester,6.0
CAP TRUCKERS HFS,Summer Semester,0.0
CAP TRUCKERS HFS,Winter Break,0.0
CAP UPDH BEANIE BLK,Fall Semester,78.33333333333333
CAP UPDH BEANIE BLK,Spring Semester,0.0
CAP UPDH BEANIE BLK,Summer Semester,2.0
CAP UPDH BEANIE BLK,Winter Break,2.5
CAP WHITE SCH/OFF,Fall Semester,0.0
CAP WHITE SCH/OFF,Spring Semester,2.75
CAP WHITE SCH/OFF,Summer Semester,10.333333333333334
CAP WHITE SCH/OFF,Winter Break,0.0
CAPERS NON PAREIL,Fall Semester,0.6666666666666666
CAPERS NON PAREIL,Spring Semester,0.5
CAPERS NON PAREIL,Summer Semester,0.3333333333333333
CAPERS NON PAREIL,Winter Break,0.5
CCARE BEEF MEATBALL .5OZ,Fall Semester,3.3333333333333335
CCARE BEEF MEATBALL .5OZ,Spring Semester,1.25
CCARE BEEF MEATBALL .5OZ,Summer Semester,1.3333333333333333
CCARE BEEF MEATBALL .5OZ,Winter Break,4.0
CCARE VGTN CHIX BREASTS BRD,Fall Semester,0.3333333333333333
CCARE VGTN CHIX BREASTS BRD,Spring Semester,0.25
CCARE VGTN CHIX BREASTS BRD,Summer Semester,0.6666666666666666
CCARE VGTN CHIX BREASTS BRD,Winter Break,0.5
"CCARE VGTN CHIX CUBES 3/4""",Fall Semester,0.6666666666666666
"CCARE VGTN CHIX CUBES 3/4""",Spring Semester,0.5
"CCARE VGTN CHIX CUBES 3/4""",Summer Semester,1.0
"CCARE VGTN CHIX CUBES 3/4""",Winter Break,0.5
CCARE VGTN CHIX TENDERS,Fall Semester,1.0
CCARE VGTN CHIX TENDERS,Spring Semester,0.0
CCARE VGTN CHIX TENDERS,Summer Semester,0.3333333333333333
CCARE VGTN CHIX TENDERS,Winter Break,0.0
CEREAL COLD CHEERIOS,Fall Semester,4.666666666666667
CEREAL COLD CHEERIOS,Spring Semester,5.75
CEREAL COLD CHEERIOS,Summer Semester,5.333333333333333
CEREAL COLD CHEERIOS,Winter Break,5.5
CEREAL COLD CINN TOAST CRUNCH,Fall Semester,17.666666666666668
CEREAL COLD CINN TOAST CRUNCH,Spring Semester,12.25
CEREAL COLD CINN TOAST CRUNCH,Summer Semester,7.0
CEREAL COLD CINN TOAST CRUNCH,Winter Break,12.0
CEREAL COLD CORN FLAKES,Fall Semester,1.0
CEREAL COLD CORN FLAKES,Spring Semester,2.0
CEREAL COLD CORN FLAKES,Summer Semester,0.6666666666666666
CEREAL COLD CORN FLAKES,Winter Break,2.0
CEREAL COLD CRISPIX,Fall Semester,3.6666666666666665
CEREAL COLD CRISPIX,Spring Semester,1.25
CEREAL COLD CRISPIX,Summer Semester,2.0
CEREAL COLD CRISPIX,Winter Break,1.5
CEREAL COLD FROSTED FLAKES,Fall Semester,13.666666666666666
CEREAL COLD FROSTED FLAKES,Spring Semester,11.5
CEREAL COLD FROSTED FLAKES,Summer Semester,5.0
CEREAL COLD FROSTED FLAKES,Winter Break,9.5
CEREAL COLD FRUITY PEBBLES,Fall Semester,7.333333333333333
CEREAL COLD FRUITY PEBBLES,Spring Semester,5.25
CEREAL COLD FRUITY PEBBLES,Summer Semester,2.6666666666666665
CEREAL COLD FRUITY PEBBLES,Winter Break,5.0
CEREAL COLD HONEY NUT CHEERIOS,Fall Semester,9.666666666666666
CEREAL COLD HONEY NUT CHEERIOS,Spring Semester,5.25
CEREAL COLD HONEY NUT CHEERIOS,Summer Semester,3.6666666666666665
CEREAL COLD HONEY NUT CHEERIOS,Winter Break,5.5
CEREAL COLD KIX,Fall Semester,3.0
CEREAL COLD KIX,Spring Semester,3.5
