Item Name,PSU Semester,Quantity Used
$$ BOTTLE SHAKER GATORADE,Winter Break,3.0
$$ BOTTLE STAINLESS BLK PSU 22OZ,Fall Semester,0.0
$$ BOTTLE STAINLESS BLK PSU 22OZ,Spring Semester,0.0
$$ BOTTLE STAINLESS BLK PSU 22OZ,Summer Semester,0.0
$$ BOTTLE STAINLESS BLK PSU 22OZ,Winter Break,0.0
$$ BOTTLE STAINLESS GATORADE,Fall Semester,8.333333333333334
$$ BOTTLE STAINLESS GATORADE,Spring Semester,0.0
$$ BOTTLE STAINLESS GATORADE,Summer Semester,3.3333333333333335
$$ BOTTLE STAINLESS GATORADE,Winter Break,4.0
$$ BREADSTICKS TRADITIONAL,Fall Semester,0.0
$$ BREADSTICKS TRADITIONAL,Spring Semester,0.5
$$ BREADSTICKS TRADITIONAL,Summer Semester,0.0
$$ BREADSTICKS TRADITIONAL,Winter Break,1.0
$$ BROWNIE IW DAVIDS GF KOSHER,Fall Semester,2.3333333333333335
$$ BROWNIE IW DAVIDS GF KOSHER,Spring Semester,1.5
$$ BROWNIE IW DAVIDS GF KOSHER,Summer Semester,0.0
$$ BROWNIE IW DAVIDS GF KOSHER,Winter Break,3.0
$$ BRUSCHETTA ITALIAN TOMATO,Fall Semester,0.0
$$ BRUSCHETTA ITALIAN TOMATO,Spring Semester,2.0
$$ BRUSCHETTA ITALIAN TOMATO,Summer Semester,0.0
$$ BRUSCHETTA ITALIAN TOMATO,Winter Break,1.5
$$ BULDAK SAUCE HOT CARBONARA,Fall Semester,2.6666666666666665
$$ BULDAK SAUCE HOT CARBONARA,Spring Semester,0.25
$$ BULDAK SAUCE HOT CARBONARA,Summer Semester,0.0
$$ BULDAK SAUCE HOT CARBONARA,Winter Break,2.5
$$ BULDAK SAUCE HOT ORG,Fall Semester,2.3333333333333335
$$ BULDAK SAUCE HOT ORG,Spring Semester,0.75
$$ BULDAK SAUCE HOT ORG,Summer Semester,0.0
$$ BULDAK SAUCE HOT ORG,Winter Break,1.0
$$ CALBEE SHRIMP CHIPS,Fall Semester,4.0
$$ CALBEE SHRIMP CHIPS,Spring Semester,4.0
$$ CALBEE SHRIMP CHIPS,Summer Semester,2.3333333333333335
$$ CALBEE SHRIMP CHIPS,Winter Break,3.0
$$ CC REAL SNACK STICK BARBECUE CHIX,Fall Semester,6.0
$$ CC REAL SNACK STICK BARBECUE CHIX,Spring Semester,2.25
$$ CC REAL SNACK STICK BARBECUE CHIX,Summer Semester,3.0
$$ CC REAL SNACK STICK BARBECUE CHIX,Winter Break,3.0
$$ CC REAL SNACK STICK JALAPENO,Fall Semester,3.6666666666666665
$$ CC REAL SNACK STICK JALAPENO,Spring Semester,2.25
$$ CC REAL SNACK STICK JALAPENO,Summer Semester,3.6666666666666665
$$ CC REAL SNACK STICK JALAPENO,Winter Break,0.0
$$ CC REAL SNACK STICK ORIG SMOKE,Fall Semester,5.0
$$ CC REAL SNACK STICK ORIG SMOKE,Spring Semester,2.0
$$ CC REAL SNACK STICK ORIG SMOKE,Summer Semester,4.333333333333333
$$ CC REAL SNACK STICK ORIG SMOKE,Winter Break,3.5
$$ CC REAL SNACK STICK TURKEY,Fall Semester,6.0
$$ CC REAL SNACK STICK TURKEY,Spring Semester,2.0
$$ CC REAL SNACK STICK TURKEY,Summer Semester,1.0
$$ CC REAL SNACK STICK TURKEY,Winter Break,0.0
$$ CC REAL STEAK JERKY ASIAN STYLE,Fall Semester,8.0
$$ CC REAL STEAK JERKY ASIAN STYLE,Spring Semester,5.0
$$ CC REAL STEAK JERKY ASIAN STYLE,Summer Semester,10.0
$$ CC REAL STEAK JERKY ASIAN STYLE,Winter Break,0.0
$$ CC REAL STEAK JERKY CHIPOTLE,Fall Semester,16.0
$$ CC REAL STEAK JERKY CHIPOTLE,Spring Semester,9.25
$$ CC REAL STEAK JERKY CHIPOTLE,Summer Semester,12.0
$$ CC REAL STEAK JERKY CHIPOTLE,Winter Break,0.0
$$ CC REAL STEAK JERKY HONEY BBQ,Fall Semester,0.0
$$ CC REAL STEAK JERKY HONEY BBQ,Spring Semester,5.5
$$ CC REAL STEAK JERKY HONEY BBQ,Summer Semester,6.666666666666667
$$ CC REAL STEAK JERKY HONEY BBQ,Winter Break,0.0
$$ CC REAL STEAK JERKY ORIGINAL,Fall Semester,0.0
$$ CC REAL STEAK JERKY ORIGINAL,Spring Semester,10.5
$$ CC REAL STEAK JERKY ORIGINAL,Summer Semester,14.333333333333334
$$ CC REAL STEAK JERKY ORIGINAL,Winter Break,0.0
$$ CC REAL STEAK TKY JERKY TERIYAKI,Fall Semester,0.0
$$ CC REAL STEAK TKY JERKY TERIYAKI,Spring Semester,4.75
$$ CC REAL STEAK TKY JERKY TERIYAKI,Summer Semester,16.0
$$ CC REAL STEAK TKY JERKY TERIYAKI,Winter Break,0.0
$$ CHEESE ARTIGIANO BALSAMIC CIPPOLINI,Fall Semester,0.0
$$ CHEESE ARTIGIANO BALSAMIC CIPPOLINI,Spring Semester,0.75
$$ CHEESE ARTIGIANO BALSAMIC CIPPOLINI,Summer Semester,0.0
$$ CHEESE ARTIGIANO BALSAMIC CIPPOLINI,Winter Break,3.5
$$ CHEESE ARTIGIANO VINO ROSSO,Fall Semester,0.0
$$ CHEESE ARTIGIANO VINO ROSSO,Spring Semester,1.25
$$ CHEESE ARTIGIANO VINO ROSSO,Summer Semester,0.0
$$ CHEESE ARTIGIANO VINO ROSSO,Winter Break,3.0
$$ CHEESE ASIAGO FRESCO,Fall Semester,0.0
$$ CHEESE ASIAGO FRESCO,Spring Semester,1.25
$$ CHEESE ASIAGO FRESCO,Summer Semester,0.0
$$ CHEESE ASIAGO FRESCO,Winter Break,3.0
$$ CHEESE CILINGIENE MOZZ SNACK,Fall Semester,0.0
$$ CHEESE CILINGIENE MOZZ SNACK,Spring Semester,2.0
$$ CHEESE CILINGIENE MOZZ SNACK,Summer Semester,0.0
$$ CHEESE CILINGIENE MOZZ SNACK,Winter Break,6.0
$$ CHEESE FONTINA SNACK PACK,Fall Semester,0.0
$$ CHEESE FONTINA SNACK PACK,Spring Semester,1.25
$$ CHEESE FONTINA SNACK PACK,Summer Semester,0.0
$$ CHEESE FONTINA SNACK PACK,Winter Break,3.0
$$ CHEESE MOZZERELLA FRESH BAKING,Fall Semester,0.0
$$ CHEESE MOZZERELLA FRESH BAKING,Spring Semester,1.75
$$ CHEESE MOZZERELLA FRESH BAKING,Summer Semester,0.0
$$ CHEESE MOZZERELLA FRESH BAKING,Winter Break,2.0
$$ CHEESE ND CHEDDAR SLICED,Fall Semester,1.3333333333333333
$$ CHEESE ND CHEDDAR SLICED,Spring Semester,0.5
$$ CHEESE ND CHEDDAR SLICED,Summer Semester,0.3333333333333333
$$ CHEESE ND CHEDDAR SLICED,Winter Break,1.5
$$ CHEESE PARMESAN SNACK PACK,Fall Semester,0.0
$$ CHEESE PARMESAN SNACK PACK,Spring Semester,2.25
$$ CHEESE PARMESAN SNACK PACK,Summer Semester,0.0
$$ CHEESE PARMESAN SNACK PACK,Winter Break,3.5
$$ CHEESE PROVOLONE SNACK BITES,Fall Semester,0.0
$$ CHEESE PROVOLONE SNACK BITES,Spring Semester,1.5
$$ CHEESE PROVOLONE SNACK BITES,Summer Semester,0.0
$$ CHEESE PROVOLONE SNACK BITES,Winter Break,3.0
$$ CHEEZ IT PEPPER JACK 3OZ,Fall Semester,0.6666666666666666
$$ CHEEZ IT PEPPER JACK 3OZ,Spring Semester,2.25
$$ CHEEZ IT PEPPER JACK 3OZ,Summer Semester,0.3333333333333333
$$ CHEEZ IT PEPPER JACK 3OZ,Winter Break,0.5
$$ CHEWY GRANOLA BAR CHOC CHIP,Fall Semester,4.0
$$ CHEWY GRANOLA BAR CHOC CHIP,Spring Semester,4.25
$$ CHEWY GRANOLA BAR CHOC CHIP,Summer Semester,1.3333333333333333
$$ CHEWY GRANOLA BAR CHOC CHIP,Winter Break,2.0
$$ CHEWY GRANOLA BAR SMORES,Fall Semester,1.0
$$ CHEWY GRANOLA BAR SMORES,Spring Semester,2.25
$$ CHEWY GRANOLA BAR SMORES,Summer Semester,1.6666666666666667
$$ CHEWY GRANOLA BAR SMORES,Winter Break,6.0
$$ CHO DSSRT MALAI KULFI FRZ IC,Fall Semester,0.0
$$ CHO DSSRT MALAI KULFI FRZ IC,Spring Semester,0.0
$$ CHO DSSRT MALAI KULFI FRZ IC,Summer Semester,0.0
$$ CHO DSSRT MALAI KULFI FRZ IC,Winter Break,0.0
$$ CNDY AWAKE DARK BITES,Fall Semester,0.0
$$ CNDY AWAKE DARK BITES,Spring Semester,0.0
$$ CNDY AWAKE DARK BITES,Summer Semester,0.0
$$ CNDY AWAKE DARK BITES,Winter Break,0.0
$$ COOKIE ITALIAN LEMON CRÈME,Fall Semester,0.0
$$ COOKIE ITALIAN LEMON CRÈME,Spring Semester,0.25
$$ COOKIE ITALIAN LEMON CRÈME,Summer Semester,0.0
$$ COOKIE ITALIAN LEMON CRÈME,Winter Break,2.0
$$ COOKIE IW SNICKERDOODLE AF,Fall Semester,30.333333333333332
$$ COOKIE IW SNICKERDOODLE AF,Spring Semester,15.75
$$ COOKIE IW SNICKERDOODLE AF,Summer Semester,8.333333333333334
$$ COOKIE IW SNICKERDOODLE AF,Winter Break,13.5
$$ CORNICHONS PETITE PICKLED GHERKINS,Fall Semester,0.0
$$ CORNICHONS PETITE PICKLED GHERKINS,Spring Semester,0.75
$$ CORNICHONS PETITE PICKLED GHERKINS,Summer Semester,0.0
$$ CORNICHONS PETITE PICKLED GHERKINS,Winter Break,0.5
$$ E-CONTRACEPTION,Fall Semester,101.66666666666667
$$ E-CONTRACEPTION,Spring Semester,104.75
$$ E-CONTRACEPTION,Summer Semester,35.333333333333336
$$ E-CONTRACEPTION,Winter Break,89.0
$$ EL 12.99 CLSC WMNS SG 4PC,Fall Semester,0.0
$$ EL 12.99 CLSC WMNS SG 4PC,Spring Semester,0.0
$$ EL 12.99 CLSC WMNS SG 4PC,Summer Semester,0.3333333333333333
$$ EL 12.99 CLSC WMNS SG 4PC,Winter Break,0.0
$$ EL 12.99 LIFESTYLE UV SP SG 4PC,Fall Semester,0.0
$$ EL 12.99 LIFESTYLE UV SP SG 4PC,Spring Semester,0.0
$$ EL 12.99 LIFESTYLE UV SP SG 4PC,Summer Semester,0.0
$$ EL 12.99 LIFESTYLE UV SP SG 4PC,Winter Break,0.0
$$ EL 12.99 MTL RETRO SG 4PC,Fall Semester,0.3333333333333333
$$ EL 12.99 MTL RETRO SG 4PC,Spring Semester,0.0
$$ EL 12.99 MTL RETRO SG 4PC,Summer Semester,0.0
$$ EL 12.99 MTL RETRO SG 4PC,Winter Break,0.0
$$ EL 14.99 AVIATOR SG 4PC,Fall Semester,0.3333333333333333
$$ EL 14.99 AVIATOR SG 4PC,Spring Semester,0.0
$$ EL 14.99 AVIATOR SG 4PC,Summer Semester,0.0
$$ EL 14.99 AVIATOR SG 4PC,Winter Break,0.0
$$ EL 14.99 MTL RETRO SG 4PC,Fall Semester,0.3333333333333333
$$ EL 14.99 MTL RETRO SG 4PC,Spring Semester,0.0
$$ EL 14.99 MTL RETRO SG 4PC,Summer Semester,0.3333333333333333
$$ EL 14.99 MTL RETRO SG 4PC,Winter Break,0.0
$$ EL 16.99 AVIATOR SG 4PC,Fall Semester,0.0
$$ EL 16.99 AVIATOR SG 4PC,Spring Semester,0.0
$$ EL 16.99 AVIATOR SG 4PC,Summer Semester,0.0
$$ EL 16.99 AVIATOR SG 4PC,Winter Break,0.0
$$ EL 16.99 LIFESTYLE PL CL SG 4PC,Fall Semester,0.0
$$ EL 16.99 LIFESTYLE PL CL SG 4PC,Spring Semester,0.0
$$ EL 16.99 LIFESTYLE PL CL SG 4PC,Summer Semester,0.0
$$ EL 16.99 LIFESTYLE PL CL SG 4PC,Winter Break,0.0
$$ EL 19.99 EXCLUSIVE SG 4PC,Fall Semester,0.0
$$ EL 19.99 EXCLUSIVE SG 4PC,Spring Semester,0.0
$$ EL 19.99 EXCLUSIVE SG 4PC,Summer Semester,0.0
$$ EL 19.99 EXCLUSIVE SG 4PC,Winter Break,0.0
$$ EL 9.99 PROMO UV SP SG 4PC,Fall Semester,0.0
$$ EL 9.99 PROMO UV SP SG 4PC,Spring Semester,0.0
$$ EL 9.99 PROMO UV SP SG 4PC,Summer Semester,0.3333333333333333
$$ EL 9.99 PROMO UV SP SG 4PC,Winter Break,0.0
$$ EL AD 10' CORD LIGHTNING MFI,Fall Semester,3.3333333333333335
$$ EL AD 10' CORD LIGHTNING MFI,Spring Semester,2.0
$$ EL AD 10' CORD LIGHTNING MFI,Summer Semester,2.3333333333333335
$$ EL AD 10' CORD LIGHTNING MFI,Winter Break,2.0
$$ EL AD 10' CORD MICRO USB,Fall Semester,0.3333333333333333
$$ EL AD 10' CORD MICRO USB,Spring Semester,0.5
$$ EL AD 10' CORD MICRO USB,Summer Semester,1.0
$$ EL AD 10' CORD MICRO USB,Winter Break,0.5
$$ EL AD 10' CORD TYPE C,Fall Semester,2.6666666666666665
$$ EL AD 10' CORD TYPE C,Spring Semester,2.25
$$ EL AD 10' CORD TYPE C,Summer Semester,2.3333333333333335
$$ EL AD 10' CORD TYPE C,Winter Break,2.5
$$ EL AD 18W PD/USB DUAL CAR CHG,Fall Semester,0.0
$$ EL AD 18W PD/USB DUAL CAR CHG,Spring Semester,0.0
$$ EL AD 18W PD/USB DUAL CAR CHG,Summer Semester,0.6666666666666666
$$ EL AD 18W PD/USB DUAL CAR CHG,Winter Break,0.0
$$ EL AD 18W PD/USB DUAL WALL CHG,Fall Semester,2.0
$$ EL AD 18W PD/USB DUAL WALL CHG,Spring Semester,1.0
$$ EL AD 18W PD/USB DUAL WALL CHG,Summer Semester,0.6666666666666666
$$ EL AD 18W PD/USB DUAL WALL CHG,Winter Break,2.0
$$ EL AD 4.8A DUAL USB CAR CHG,Fall Semester,0.0
$$ EL AD 4.8A DUAL USB CAR CHG,Spring Semester,0.0
$$ EL AD 4.8A DUAL USB CAR CHG,Summer Semester,0.0
$$ EL AD 4.8A DUAL USB CAR CHG,Winter Break,0.0
$$ EL AD APPLE WATCH CHARGER,Fall Semester,0.3333333333333333
$$ EL AD APPLE WATCH CHARGER,Spring Semester,0.75
$$ EL AD APPLE WATCH CHARGER,Summer Semester,0.3333333333333333
$$ EL AD APPLE WATCH CHARGER,Winter Break,0.0
$$ EL AD IPHN MFI PD CBL,Fall Semester,1.6666666666666667
$$ EL AD IPHN MFI PD CBL,Spring Semester,1.25
$$ EL AD IPHN MFI PD CBL,Summer Semester,0.3333333333333333
$$ EL AD IPHN MFI PD CBL,Winter Break,1.0
$$ EL AD IPHN PRM ERBDS WIRED,Fall Semester,1.0
$$ EL AD IPHN PRM ERBDS WIRED,Spring Semester,0.75
$$ EL AD IPHN PRM ERBDS WIRED,Summer Semester,0.3333333333333333
$$ EL AD IPHN PRM ERBDS WIRED,Winter Break,0.5
$$ EL AD TYPE C WIRED EARBUDS,Fall Semester,-1.0
$$ EL AD TYPE C WIRED EARBUDS,Spring Semester,1.0
$$ EL AD TYPE C WIRED EARBUDS,Summer Semester,0.0
$$ EL AD TYPE C WIRED EARBUDS,Winter Break,0.0
$$ EL AD USB TO TYPE C DATA CHRG CBL,Fall Semester,1.3333333333333333
$$ EL AD USB TO TYPE C DATA CHRG CBL,Spring Semester,0.75
$$ EL AD USB TO TYPE C DATA CHRG CBL,Summer Semester,0.6666666666666666
$$ EL AD USB TO TYPE C DATA CHRG CBL,Winter Break,0.0
$$ EL AD USB/TYP C PD CABLE,Fall Semester,1.0
$$ EL AD USB/TYP C PD CABLE,Spring Semester,1.5
$$ EL AD USB/TYP C PD CABLE,Summer Semester,0.3333333333333333
$$ EL AD USB/TYP C PD CABLE,Winter Break,1.0
$$ EL AD WIRELESS EARBUDS BLUETOOTH,Fall Semester,1.6666666666666667
$$ EL AD WIRELESS EARBUDS BLUETOOTH,Spring Semester,1.75
$$ EL AD WIRELESS EARBUDS BLUETOOTH,Summer Semester,1.0
$$ EL AD WIRELESS EARBUDS BLUETOOTH,Winter Break,0.5
$$ EL BATTERY POWER BANK,Fall Semester,0.0
$$ EL BATTERY POWER BANK,Spring Semester,0.5
$$ EL BATTERY POWER BANK,Summer Semester,1.0
$$ EL BATTERY POWER BANK,Winter Break,0.5
$$ EL DUAL USB HOME CHARGER 2.1 AMP,Fall Semester,0.3333333333333333
$$ EL DUAL USB HOME CHARGER 2.1 AMP,Spring Semester,0.0
$$ EL DUAL USB HOME CHARGER 2.1 AMP,Summer Semester,0.0
$$ EL DUAL USB HOME CHARGER 2.1 AMP,Winter Break,0.0
$$ EL EARBUDS ALUMINUM WIRED,Fall Semester,3.3333333333333335
$$ EL EARBUDS ALUMINUM WIRED,Spring Semester,1.75
$$ EL EARBUDS ALUMINUM WIRED,Summer Semester,0.0
$$ EL EARBUDS ALUMINUM WIRED,Winter Break,1.0
$$ EL EXCLUSIVE SG DISPLAY 12 PC,Fall Semester,0.0
$$ EL EXCLUSIVE SG DISPLAY 12 PC,Spring Semester,0.75
$$ EL EXCLUSIVE SG DISPLAY 12 PC,Summer Semester,0.3333333333333333
$$ EL EXCLUSIVE SG DISPLAY 12 PC,Winter Break,0.0
$$ EL IPHONE5 DATA/ CHARGING CABLE,Fall Semester,0.6666666666666666
$$ EL IPHONE5 DATA/ CHARGING CABLE,Spring Semester,0.75
$$ EL IPHONE5 DATA/ CHARGING CABLE,Summer Semester,0.6666666666666666
$$ EL IPHONE5 DATA/ CHARGING CABLE,Winter Break,0.5
$$ EL IPHONE5 LIGHTNING / CHARGE,Fall Semester,0.0
$$ EL IPHONE5 LIGHTNING / CHARGE,Spring Semester,0.0
$$ EL IPHONE5 LIGHTNING / CHARGE,Summer Semester,0.0
$$ EL IPHONE5 LIGHTNING / CHARGE,Winter Break,0.0
$$ EL IPHONE5 TRANSFER CHARGING CABL,Fall Semester,-2.3333333333333335
$$ EL IPHONE5 TRANSFER CHARGING CABL,Spring Semester,0.25
$$ EL IPHONE5 TRANSFER CHARGING CABL,Summer Semester,0.3333333333333333
$$ EL IPHONE5 TRANSFER CHARGING CABL,Winter Break,0.5
$$ EL LIFESTYLE SG DISPLAY 14 PC,Fall Semester,0.3333333333333333
$$ EL LIFESTYLE SG DISPLAY 14 PC,Spring Semester,0.25
$$ EL LIFESTYLE SG DISPLAY 14 PC,Summer Semester,0.3333333333333333
$$ EL LIFESTYLE SG DISPLAY 14 PC,Winter Break,0.0
$$ EL MFI 6' IPHONE LIGHT CHARGE CAB,Fall Semester,0.3333333333333333
$$ EL MFI 6' IPHONE LIGHT CHARGE CAB,Spring Semester,1.75
$$ EL MFI 6' IPHONE LIGHT CHARGE CAB,Summer Semester,0.0
$$ EL MFI 6' IPHONE LIGHT CHARGE CAB,Winter Break,1.0
$$ EL MICRO USB 6' DATA CABLE 2AMP,Fall Semester,-0.3333333333333333
$$ EL MICRO USB 6' DATA CABLE 2AMP,Spring Semester,0.0
$$ EL MICRO USB 6' DATA CABLE 2AMP,Summer Semester,0.0
$$ EL MICRO USB 6' DATA CABLE 2AMP,Winter Break,0.0
$$ EL MICRO USB FLAT DATA/ CHARGING,Fall Semester,0.0
$$ EL MICRO USB FLAT DATA/ CHARGING,Spring Semester,0.0
$$ EL MICRO USB FLAT DATA/ CHARGING,Summer Semester,0.0
$$ EL MICRO USB FLAT DATA/ CHARGING,Winter Break,0.0
$$ EL STEREO EARBUDS WIRELESS,Fall Semester,0.0
$$ EL STEREO EARBUDS WIRELESS,Spring Semester,0.0
$$ EL STEREO EARBUDS WIRELESS,Summer Semester,0.0
$$ EL STEREO EARBUDS WIRELESS,Winter Break,0.0
$$ EL USB TO TYPEC 6' DATA/CHARGE,Fall Semester,0.3333333333333333
$$ EL USB TO TYPEC 6' DATA/CHARGE,Spring Semester,0.25
$$ EL USB TO TYPEC 6' DATA/CHARGE,Summer Semester,0.3333333333333333
$$ EL USB TO TYPEC 6' DATA/CHARGE,Winter Break,0.0
$$ EL USB TYPE C CABLE 3.3,Fall Semester,0.0
$$ EL USB TYPE C CABLE 3.3,Spring Semester,0.0
$$ EL USB TYPE C CABLE 3.3,Summer Semester,0.0
$$ EL USB TYPE C CABLE 3.3,Winter Break,0.0
$$ EL WIRELESS EARBUD W/MIC,Fall Semester,0.0
$$ EL WIRELESS EARBUD W/MIC,Spring Semester,0.0
$$ EL WIRELESS EARBUD W/MIC,Summer Semester,0.3333333333333333
$$ EL WIRELESS EARBUD W/MIC,Winter Break,0.0
$$ ELPD + USB CAR CHARGER,Fall Semester,0.0
$$ ELPD + USB CAR CHARGER,Spring Semester,0.0
$$ ELPD + USB CAR CHARGER,Summer Semester,0.0
$$ ELPD + USB CAR CHARGER,Winter Break,0.0
$$ ELPD + USB HOME CHARGER,Fall Semester,0.0
$$ ELPD + USB HOME CHARGER,Spring Semester,0.0
$$ ELPD + USB HOME CHARGER,Summer Semester,0.0
$$ ELPD + USB HOME CHARGER,Winter Break,0.0
$$ ELPD/MFI CABLE 3.3',Fall Semester,0.0
$$ ELPD/MFI CABLE 3.3',Spring Semester,0.0
$$ ELPD/MFI CABLE 3.3',Summer Semester,0.0
$$ ELPD/MFI CABLE 3.3',Winter Break,0.0
$$ FOCACCIA THINS,Fall Semester,0.0
$$ FOCACCIA THINS,Spring Semester,0.5
$$ FOCACCIA THINS,Summer Semester,0.0
$$ FOCACCIA THINS,Winter Break,2.0
$$ FRU MANDARIN ORANGE 4OZ,Fall Semester,7.666666666666667
$$ FRU MANDARIN ORANGE 4OZ,Spring Semester,5.0
$$ FRU MANDARIN ORANGE 4OZ,Summer Semester,6.0
$$ FRU MANDARIN ORANGE 4OZ,Winter Break,3.5
$$ FRU MIXED FRUIT IN JUICE 4OZ,Fall Semester,9.333333333333334
$$ FRU MIXED FRUIT IN JUICE 4OZ,Spring Semester,4.75
$$ FRU MIXED FRUIT IN JUICE 4OZ,Summer Semester,4.0
$$ FRU MIXED FRUIT IN JUICE 4OZ,Winter Break,5.0
$$ FRU PEACHES IN JUICE 4OZ,Fall Semester,9.666666666666666
$$ FRU PEACHES IN JUICE 4OZ,Spring Semester,6.75
$$ FRU PEACHES IN JUICE 4OZ,Summer Semester,2.6666666666666665
$$ FRU PEACHES IN JUICE 4OZ,Winter Break,5.0
$$ FRU PINEAPPLE TIDBITS IN JUICE 4OZ,Fall Semester,8.333333333333334
$$ FRU PINEAPPLE TIDBITS IN JUICE 4OZ,Spring Semester,4.25
$$ FRU PINEAPPLE TIDBITS IN JUICE 4OZ,Summer Semester,3.6666666666666665
$$ FRU PINEAPPLE TIDBITS IN JUICE 4OZ,Winter Break,4.0
$$ GATORADE ENERGY CHEWS COOL BLUE,Fall Semester,8.666666666666666
$$ GATORADE ENERGY CHEWS COOL BLUE,Spring Semester,3.25
$$ GATORADE ENERGY CHEWS COOL BLUE,Summer Semester,4.666666666666667
$$ GATORADE ENERGY CHEWS COOL BLUE,Winter Break,4.5
$$ GATORADE ENERGY CHEWS STRAWBERRY,Fall Semester,7.333333333333333
$$ GATORADE ENERGY CHEWS STRAWBERRY,Spring Semester,0.0
$$ GATORADE ENERGY CHEWS STRAWBERRY,Summer Semester,4.666666666666667
$$ GATORADE ENERGY CHEWS STRAWBERRY,Winter Break,3.0
$$ GATORADE HYDRATION CITRUS BERRY,Fall Semester,4.666666666666667
$$ GATORADE HYDRATION CITRUS BERRY,Spring Semester,1.75
$$ GATORADE HYDRATION CITRUS BERRY,Summer Semester,8.0
$$ GATORADE HYDRATION CITRUS BERRY,Winter Break,1.0
$$ GATORADE HYDRATION STRAWB/WATERM,Fall Semester,5.333333333333333
$$ GATORADE HYDRATION STRAWB/WATERM,Spring Semester,1.25
$$ GATORADE HYDRATION STRAWB/WATERM,Summer Semester,6.666666666666667
$$ GATORADE HYDRATION STRAWB/WATERM,Winter Break,2.0
$$ GATORADE ZERO PWDR GLAC CHERRY,Fall Semester,4.333333333333333
$$ GATORADE ZERO PWDR GLAC CHERRY,Spring Semester,0.75
$$ GATORADE ZERO PWDR GLAC CHERRY,Summer Semester,6.333333333333333
$$ GATORADE ZERO PWDR GLAC CHERRY,Winter Break,0.0
$$ GATORADE ZERO PWDR GLAC FREEZE,Fall Semester,4.666666666666667
$$ GATORADE ZERO PWDR GLAC FREEZE,Spring Semester,1.0
$$ GATORADE ZERO PWDR GLAC FREEZE,Summer Semester,7.0
$$ GATORADE ZERO PWDR GLAC FREEZE,Winter Break,2.5
$$ GNOCCHI POTATO DELALLO,Fall Semester,0.0
$$ GNOCCHI POTATO DELALLO,Spring Semester,0.25
$$ GNOCCHI POTATO DELALLO,Summer Semester,0.0
$$ GNOCCHI POTATO DELALLO,Winter Break,1.5
$$ GOGO SQ AL BLUEB STRAWB LEMON,Fall Semester,12.333333333333334
$$ GOGO SQ AL BLUEB STRAWB LEMON,Spring Semester,7.25
$$ GOGO SQ AL BLUEB STRAWB LEMON,Summer Semester,6.0
$$ GOGO SQ AL BLUEB STRAWB LEMON,Winter Break,8.0
$$ GOGO SQUEEZ AL CHERRY RASP LIME,Fall Semester,15.666666666666666
$$ GOGO SQUEEZ AL CHERRY RASP LIME,Spring Semester,7.0
$$ GOGO SQUEEZ AL CHERRY RASP LIME,Summer Semester,7.0
$$ GOGO SQUEEZ AL CHERRY RASP LIME,Winter Break,7.0
$$ GOGO SQUEEZ AL STRAWB PINE ORANGE,Fall Semester,80.0
$$ GOGO SQUEEZ AL STRAWB PINE ORANGE,Spring Semester,47.0
$$ GOGO SQUEEZ AL STRAWB PINE ORANGE,Summer Semester,26.666666666666668
$$ GOGO SQUEEZ AL STRAWB PINE ORANGE,Winter Break,65.0
$$ GOGO SQUEEZ APPLE CINN POUCH 3.2OZ,Fall Semester,148.33333333333334
$$ GOGO SQUEEZ APPLE CINN POUCH 3.2OZ,Spring Semester,102.75
$$ GOGO SQUEEZ APPLE CINN POUCH 3.2OZ,Summer Semester,50.333333333333336
$$ GOGO SQUEEZ APPLE CINN POUCH 3.2OZ,Winter Break,96.0
$$ GOGO SQUEEZ APPLESAUCE 3.2OZ,Fall Semester,137.0
$$ GOGO SQUEEZ APPLESAUCE 3.2OZ,Spring Semester,108.5
$$ GOGO SQUEEZ APPLESAUCE 3.2OZ,Summer Semester,54.0
$$ GOGO SQUEEZ APPLESAUCE 3.2OZ,Winter Break,91.0
$$ GUACAMOLE W TOSTITO,Fall Semester,21.666666666666668
$$ GUACAMOLE W TOSTITO,Spring Semester,34.0
$$ GUACAMOLE W TOSTITO,Summer Semester,15.333333333333334
$$ GUACAMOLE W TOSTITO,Winter Break,23.0
$$ HALAL SR BUTTER CHICKEN,Fall Semester,20.666666666666668
$$ HALAL SR BUTTER CHICKEN,Spring Semester,14.75
$$ HALAL SR BUTTER CHICKEN,Summer Semester,9.666666666666666
$$ HALAL SR BUTTER CHICKEN,Winter Break,21.0
$$ HALAL SR CHICKEN TIKKA MASALA,Fall Semester,15.666666666666666
$$ HALAL SR CHICKEN TIKKA MASALA,Spring Semester,13.75
$$ HALAL SR CHICKEN TIKKA MASALA,Summer Semester,6.333333333333333
$$ HALAL SR CHICKEN TIKKA MASALA,Winter Break,14.5
$$ HALAL SR CHIX ENCHILADAS POBLANO,Fall Semester,0.0
$$ HALAL SR CHIX ENCHILADAS POBLANO,Spring Semester,3.75
$$ HALAL SR CHIX ENCHILADAS POBLANO,Summer Semester,0.0
$$ HALAL SR CHIX ENCHILADAS POBLANO,Winter Break,7.5
$$ HALAL SR CHIX PAD THAI,Fall Semester,0.0
$$ HALAL SR CHIX PAD THAI,Spring Semester,2.5
$$ HALAL SR CHIX PAD THAI,Summer Semester,0.0
$$ HALAL SR CHIX PAD THAI,Winter Break,5.5
